Found 846 files in /Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/z_Daphne/data/final_problem_set
                                                                                                                                               path                                                                                                                                   log_file  n   m  failed  len_z_hat  eval_advantage  eval_hamming_frac  eval_correlation
 /Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/z_Daphne/data/final_problem_set/kxor_instance_n13_k2_m130_ell2_eps0.25_kappa0.75_rho0.8.npz  /Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/logs/final_problem_set/kxor_instance_n13_k2_m130_ell2_eps0.25_kappa0.75_rho0.8.log 13 130   False         13        0.738462           0.000000          1.000000
 /Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/z_Daphne/data/final_problem_set/kxor_instance_n13_k2_m130_ell2_eps0.25_kappa0.75_rho1.0.npz  /Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/logs/final_problem_set/kxor_instance_n13_k2_m130_ell2_eps0.25_kappa0.75_rho1.0.log 13 130   False         13        1.000000           0.000000          1.000000
   /Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/z_Daphne/data/final_problem_set/kxor_instance_n13_k2_m84_ell2_eps0.25_kappa1.0_rho0.0.npz    /Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/logs/final_problem_set/kxor_instance_n13_k2_m84_ell2_eps0.25_kappa1.0_rho0.0.log 13  84   False         13        0.380952                NaN               NaN
   /Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/z_Daphne/data/final_problem_set/kxor_instance_n13_k2_m84_ell2_eps0.25_kappa1.0_rho0.2.npz    /Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/logs/final_problem_set/kxor_instance_n13_k2_m84_ell2_eps0.25_kappa1.0_rho0.2.log 13  84   False         13        0.285714           0.461538          0.076923
   /Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/z_Daphne/data/final_problem_set/kxor_instance_n13_k2_m84_ell2_eps0.25_kappa1.0_rho0.4.npz    /Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/logs/final_problem_set/kxor_instance_n13_k2_m84_ell2_eps0.25_kappa1.0_rho0.4.log 13  84   False         13        0.452381           0.000000          1.000000
   /Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/z_Daphne/data/final_problem_set/kxor_instance_n13_k2_m84_ell2_eps0.25_kappa1.0_rho0.6.npz    /Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/logs/final_problem_set/kxor_instance_n13_k2_m84_ell2_eps0.25_kappa1.0_rho0.6.log 13  84   False         13        0.523810           0.076923          0.846154
   /Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/z_Daphne/data/final_problem_set/kxor_instance_n13_k2_m84_ell2_eps0.25_kappa1.0_rho0.8.npz    /Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/logs/final_problem_set/kxor_instance_n13_k2_m84_ell2_eps0.25_kappa1.0_rho0.8.log 13  84   False         13        0.833333           0.000000          1.000000
   /Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/z_Daphne/data/final_problem_set/kxor_instance_n13_k2_m84_ell2_eps0.25_kappa1.0_rho1.0.npz    /Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/logs/final_problem_set/kxor_instance_n13_k2_m84_ell2_eps0.25_kappa1.0_rho1.0.log 13  84   False         13        1.000000           0.000000          1.000000
    /Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/z_Daphne/data/final_problem_set/kxor_instance_n13_k2_m87_ell2_eps0.3_kappa1.0_rho0.0.npz     /Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/logs/final_problem_set/kxor_instance_n13_k2_m87_ell2_eps0.3_kappa1.0_rho0.0.log 13  87   False         13        0.333333                NaN               NaN
    /Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/z_Daphne/data/final_problem_set/kxor_instance_n13_k2_m87_ell2_eps0.3_kappa1.0_rho0.2.npz     /Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/logs/final_problem_set/kxor_instance_n13_k2_m87_ell2_eps0.3_kappa1.0_rho0.2.log 13  87   False         13        0.264368           0.384615          0.230769
    /Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/z_Daphne/data/final_problem_set/kxor_instance_n13_k2_m87_ell2_eps0.3_kappa1.0_rho0.4.npz     /Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/logs/final_problem_set/kxor_instance_n13_k2_m87_ell2_eps0.3_kappa1.0_rho0.4.log 13  87   False         13        0.494253           0.000000          1.000000
    /Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/z_Daphne/data/final_problem_set/kxor_instance_n13_k2_m87_ell2_eps0.3_kappa1.0_rho0.6.npz     /Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/logs/final_problem_set/kxor_instance_n13_k2_m87_ell2_eps0.3_kappa1.0_rho0.6.log 13  87   False         13        0.517241           0.000000          1.000000
    /Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/z_Daphne/data/final_problem_set/kxor_instance_n13_k2_m87_ell2_eps0.3_kappa1.0_rho0.8.npz     /Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/logs/final_problem_set/kxor_instance_n13_k2_m87_ell2_eps0.3_kappa1.0_rho0.8.log 13  87   False         13        0.747126           0.000000          1.000000
    /Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/z_Daphne/data/final_problem_set/kxor_instance_n13_k2_m87_ell2_eps0.3_kappa1.0_rho1.0.npz     /Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/logs/final_problem_set/kxor_instance_n13_k2_m87_ell2_eps0.3_kappa1.0_rho1.0.log 13  87   False         13        1.000000           0.000000          1.000000
/Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/z_Daphne/data/final_problem_set/kxor_instance_n14_k2_m114_ell2_eps0.25_kappa0.875_rho0.0.npz /Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/logs/final_problem_set/kxor_instance_n14_k2_m114_ell2_eps0.25_kappa0.875_rho0.0.log 14 114   False         14        0.315789                NaN               NaN
/Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/z_Daphne/data/final_problem_set/kxor_instance_n14_k2_m114_ell2_eps0.25_kappa0.875_rho0.2.npz /Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/logs/final_problem_set/kxor_instance_n14_k2_m114_ell2_eps0.25_kappa0.875_rho0.2.log 14 114   False         14        0.245614           0.285714          0.428571
/Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/z_Daphne/data/final_problem_set/kxor_instance_n14_k2_m114_ell2_eps0.25_kappa0.875_rho0.4.npz /Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/logs/final_problem_set/kxor_instance_n14_k2_m114_ell2_eps0.25_kappa0.875_rho0.4.log 14 114   False         14        0.315789           0.071429          0.857143
/Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/z_Daphne/data/final_problem_set/kxor_instance_n14_k2_m114_ell2_eps0.25_kappa0.875_rho0.6.npz /Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/logs/final_problem_set/kxor_instance_n14_k2_m114_ell2_eps0.25_kappa0.875_rho0.6.log 14 114   False         14        0.631579           0.000000          1.000000
/Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/z_Daphne/data/final_problem_set/kxor_instance_n14_k2_m114_ell2_eps0.25_kappa0.875_rho0.8.npz /Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/logs/final_problem_set/kxor_instance_n14_k2_m114_ell2_eps0.25_kappa0.875_rho0.8.log 14 114   False         14        0.789474           0.000000          1.000000
/Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/z_Daphne/data/final_problem_set/kxor_instance_n14_k2_m114_ell2_eps0.25_kappa0.875_rho1.0.npz /Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/logs/final_problem_set/kxor_instance_n14_k2_m114_ell2_eps0.25_kappa0.875_rho1.0.log 14 114   False         14        1.000000           0.000000          1.000000
 /Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/z_Daphne/data/final_problem_set/kxor_instance_n14_k2_m118_ell2_eps0.3_kappa0.875_rho0.0.npz  /Users/julian/CodingProjects/UniT3/QuarticSpeedupK-XOR/logs/final_problem_set/kxor_instance_n14_k2_m118_ell2_eps0.3_kappa0.875_rho0.0.log 14 118   False         14        0.237288                NaN               NaN
